Phi[deg],Theta[deg],dB(RealizedGainTotal)
-180,0,5.59157
-178,0,5.59157
-176,0,5.59157
-174,0,5.59157
-172,0,5.59157
-170,0,5.59157
-168,0,5.59157
-166,0,5.59157
-164,0,5.59157
-162,0,5.59157
-160,0,5.59157
-158,0,5.59157
-156,0,5.59157
-154,0,5.59157
-152,0,5.59157
-150,0,5.59157
-148,0,5.59157
-146,0,5.59157
-144,0,5.59157
-142,0,5.59157
-140,0,5.59157
-138,0,5.59157
-136,0,5.59157
-134,0,5.59157
-132,0,5.59157
-130,0,5.59157
-128,0,5.59157
-126,0,5.59157
-124,0,5.59157
-122,0,5.59157
-120,0,5.59157
-118,0,5.59157
-116,0,5.59157
-114,0,5.59157
-112,0,5.59157
-110,0,5.59157
-108,0,5.59157
-106,0,5.59157
-104,0,5.59157
-102,0,5.59157
-100,0,5.59157
-98,0,5.59157
-96,0,5.59157
-94,0,5.59157
-92,0,5.59157
-90,0,5.59157
-88,0,5.59157
-86,0,5.59157
-84,0,5.59157
-82,0,5.59157
-80,0,5.59157
-78,0,5.59157
-76,0,5.59157
-74,0,5.59157
-72,0,5.59157
-70,0,5.59157
-68,0,5.59157
-66,0,5.59157
-64,0,5.59157
-62,0,5.59157
-60,0,5.59157
-58,0,5.59157
-56,0,5.59157
-54,0,5.59157
-52,0,5.59157
-50,0,5.59157
-48,0,5.59157
-46,0,5.59157
-44,0,5.59157
-42,0,5.59157
-40,0,5.59157
-38,0,5.59157
-36,0,5.59157
-34,0,5.59157
-32,0,5.59157
-30,0,5.59157
-28,0,5.59157
-26,0,5.59157
-24,0,5.59157
-22,0,5.59157
-20,0,5.59157
-18,0,5.59157
-16,0,5.59157
-14,0,5.59157
-12,0,5.59157
-10,0,5.59157
-8,0,5.59157
-6,0,5.59157
-4,0,5.59157
-2,0,5.59157
0,0,5.59157
2,0,5.59157
4,0,5.59157
6,0,5.59157
8,0,5.59157
10,0,5.59157
12,0,5.59157
14,0,5.59157
16,0,5.59157
18,0,5.59157
20,0,5.59157
22,0,5.59157
24,0,5.59157
26,0,5.59157
28,0,5.59157
30,0,5.59157
32,0,5.59157
34,0,5.59157
36,0,5.59157
38,0,5.59157
40,0,5.59157
42,0,5.59157
44,0,5.59157
46,0,5.59157
48,0,5.59157
50,0,5.59157
52,0,5.59157
54,0,5.59157
56,0,5.59157
58,0,5.59157
60,0,5.59157
62,0,5.59157
64,0,5.59157
66,0,5.59157
68,0,5.59157
70,0,5.59157
72,0,5.59157
74,0,5.59157
76,0,5.59157
78,0,5.59157
80,0,5.59157
82,0,5.59157
84,0,5.59157
86,0,5.59157
88,0,5.59157
90,0,5.59157
92,0,5.59157
94,0,5.59157
96,0,5.59157
98,0,5.59157
100,0,5.59157
102,0,5.59157
104,0,5.59157
106,0,5.59157
108,0,5.59157
110,0,5.59157
112,0,5.59157
114,0,5.59157
116,0,5.59157
118,0,5.59157
120,0,5.59157
122,0,5.59157
124,0,5.59157
126,0,5.59157
128,0,5.59157
130,0,5.59157
132,0,5.59157
134,0,5.59157
136,0,5.59157
138,0,5.59157
140,0,5.59157
142,0,5.59157
144,0,5.59157
146,0,5.59157
148,0,5.59157
150,0,5.59157
152,0,5.59157
154,0,5.59157
156,0,5.59157
158,0,5.59157
160,0,5.59157
162,0,5.59157
164,0,5.59157
166,0,5.59157
168,0,5.59157
170,0,5.59157
172,0,5.59157
174,0,5.59157
176,0,5.59157
178,0,5.59157
180,0,5.59157
-180,2,5.603
-178,2,5.6032
-176,2,5.60338
-174,2,5.60354
-172,2,5.60369
-170,2,5.60382
-168,2,5.60393
-166,2,5.60403
-164,2,5.60411
-162,2,5.60417
-160,2,5.60422
-158,2,5.60426
-156,2,5.60427
-154,2,5.60427
-152,2,5.60426
-150,2,5.60423
-148,2,5.60418
-146,2,5.60412
-144,2,5.60404
-142,2,5.60394
-140,2,5.60383
-138,2,5.6037
-136,2,5.60355
-134,2,5.60338
-132,2,5.60319
-130,2,5.60299
-128,2,5.60277
-126,2,5.60252
-124,2,5.60226
-122,2,5.60198
-120,2,5.60167
-118,2,5.60135
-116,2,5.601
-114,2,5.60063
-112,2,5.60024
-110,2,5.59982
-108,2,5.59938
-106,2,5.59892
-104,2,5.59843
-102,2,5.59792
-100,2,5.59739
-98,2,5.59683
-96,2,5.59624
-94,2,5.59564
-92,2,5.595
-90,2,5.59435
-88,2,5.59366
-86,2,5.59296
-84,2,5.59223
-82,2,5.59148
-80,2,5.5907
-78,2,5.5899
-76,2,5.58908
-74,2,5.58824
-72,2,5.58738
-70,2,5.5865
-68,2,5.5856
-66,2,5.58469
-64,2,5.58376
-62,2,5.58281
-60,2,5.58185
-58,2,5.58088
-56,2,5.57989
-54,2,5.5789
-52,2,5.57789
-50,2,5.57688
-48,2,5.57587
-46,2,5.57485
-44,2,5.57384
-42,2,5.57282
-40,2,5.5718
-38,2,5.57079
-36,2,5.56979
-34,2,5.56879
-32,2,5.5678
-30,2,5.56683
-28,2,5.56587
-26,2,5.56492
-24,2,5.564
-22,2,5.56309
-20,2,5.5622
-18,2,5.56134
-16,2,5.56051
-14,2,5.5597
-12,2,5.55892
-10,2,5.55817
-8,2,5.55746
-6,2,5.55678
-4,2,5.55614
-2,2,5.55553
0,2,5.55496
2,2,5.55444
4,2,5.55395
6,2,5.55351
8,2,5.55311
10,2,5.55276
12,2,5.55245
14,2,5.55219
16,2,5.55197
18,2,5.5518
20,2,5.55168
22,2,5.55161
24,2,5.55159
26,2,5.55162
28,2,5.55169
30,2,5.55181
32,2,5.55198
34,2,5.5522
36,2,5.55246
38,2,5.55277
40,2,5.55313
42,2,5.55353
44,2,5.55397
46,2,5.55445
48,2,5.55498
50,2,5.55555
52,2,5.55615
54,2,5.5568
56,2,5.55747
58,2,5.55819
60,2,5.55893
62,2,5.55971
64,2,5.56051
66,2,5.56134
68,2,5.5622
70,2,5.56308
72,2,5.56398
74,2,5.5649
76,2,5.56584
78,2,5.56679
80,2,5.56776
82,2,5.56874
84,2,5.56972
86,2,5.57072
88,2,5.57172
90,2,5.57273
92,2,5.57374
94,2,5.57474
96,2,5.57575
98,2,5.57675
100,2,5.57775
102,2,5.57874
104,2,5.57973
106,2,5.5807
108,2,5.58166
110,2,5.58261
112,2,5.58355
114,2,5.58447
116,2,5.58538
118,2,5.58626
120,2,5.58714
122,2,5.58799
124,2,5.58882
126,2,5.58963
128,2,5.59042
130,2,5.59119
132,2,5.59193
134,2,5.59266
136,2,5.59336
138,2,5.59404
140,2,5.59469
142,2,5.59532
144,2,5.59593
146,2,5.59651
148,2,5.59707
150,2,5.5976
152,2,5.59812
154,2,5.59861
156,2,5.59907
158,2,5.59952
160,2,5.59994
162,2,5.60034
164,2,5.60071
166,2,5.60107
168,2,5.6014
170,2,5.60172
172,2,5.60201
174,2,5.60229
176,2,5.60254
178,2,5.60278
180,2,5.603
-180,4,5.58979
-178,4,5.58985
-176,4,5.5899
-174,4,5.58995
-172,4,5.58998
-170,4,5.59001
-168,4,5.59003
-166,4,5.59005
-164,4,5.59007
-162,4,5.59008
-160,4,5.5901
-158,4,5.59011
-156,4,5.59013
-154,4,5.59014
-152,4,5.59016
-150,4,5.59018
-148,4,5.59019
-146,4,5.59021
-144,4,5.59022
-142,4,5.59022
-140,4,5.59022
-138,4,5.59021
-136,4,5.5902
-134,4,5.59017
-132,4,5.59013
-130,4,5.59007
-128,4,5.58999
-126,4,5.58989
-124,4,5.58976
-122,4,5.58961
-120,4,5.58942
-118,4,5.58921
-116,4,5.58895
-114,4,5.58866
-112,4,5.58832
-110,4,5.58794
-108,4,5.58751
-106,4,5.58702
-104,4,5.58649
-102,4,5.58589
-100,4,5.58524
-98,4,5.58452
-96,4,5.58374
-94,4,5.5829
-92,4,5.58199
-90,4,5.581
-88,4,5.57995
-86,4,5.57883
-84,4,5.57763
-82,4,5.57637
-80,4,5.57503
-78,4,5.57361
-76,4,5.57213
-74,4,5.57057
-72,4,5.56894
-70,4,5.56724
-68,4,5.56548
-66,4,5.56364
-64,4,5.56175
-62,4,5.55979
-60,4,5.55777
-58,4,5.5557
-56,4,5.55358
-54,4,5.5514
-52,4,5.54919
-50,4,5.54693
-48,4,5.54463
-46,4,5.54231
-44,4,5.53995
-42,4,5.53758
-40,4,5.53519
-38,4,5.53279
-36,4,5.53038
-34,4,5.52797
-32,4,5.52557
-30,4,5.52319
-28,4,5.52082
-26,4,5.51847
-24,4,5.51616
-22,4,5.51388
-20,4,5.51164
-18,4,5.50946
-16,4,5.50733
-14,4,5.50526
-12,4,5.50326
-10,4,5.50133
-8,4,5.49948
-6,4,5.49771
-4,4,5.49603
-2,4,5.49444
0,4,5.49296
2,4,5.49157
4,4,5.4903
6,4,5.48913
8,4,5.48808
10,4,5.48715
12,4,5.48633
14,4,5.48564
16,4,5.48508
18,4,5.48464
20,4,5.48434
22,4,5.48416
24,4,5.48411
26,4,5.48419
28,4,5.4844
30,4,5.48474
32,4,5.48521
34,4,5.48581
36,4,5.48653
38,4,5.48737
40,4,5.48834
42,4,5.48942
44,4,5.49061
46,4,5.49191
48,4,5.49332
50,4,5.49484
52,4,5.49644
54,4,5.49814
56,4,5.49993
58,4,5.5018
60,4,5.50375
62,4,5.50576
64,4,5.50784
66,4,5.50998
68,4,5.51217
70,4,5.51441
72,4,5.51669
74,4,5.51901
76,4,5.52135
78,4,5.52371
80,4,5.52609
82,4,5.52848
84,4,5.53088
86,4,5.53327
88,4,5.53565
90,4,5.53802
92,4,5.54037
94,4,5.5427
96,4,5.545
98,4,5.54727
100,4,5.5495
102,4,5.55168
104,4,5.55382
106,4,5.55591
108,4,5.55795
110,4,5.55993
112,4,5.56185
114,4,5.56371
116,4,5.56551
118,4,5.56724
120,4,5.5689
122,4,5.57049
124,4,5.57201
126,4,5.57346
128,4,5.57484
130,4,5.57615
132,4,5.57738
134,4,5.57855
136,4,5.57964
138,4,5.58067
140,4,5.58163
142,4,5.58252
144,4,5.58334
146,4,5.58411
148,4,5.58481
150,4,5.58545
152,4,5.58603
154,4,5.58656
156,4,5.58704
158,4,5.58747
160,4,5.58785
162,4,5.58819
164,4,5.58849
166,4,5.58876
168,4,5.58898
170,4,5.58918
172,4,5.58935
174,4,5.58949
176,4,5.58961
178,4,5.5897
180,4,5.58979
-180,6,5.55284
-178,6,5.55242
-176,6,5.55202
-174,6,5.55164
-172,6,5.55128
-170,6,5.55096
-168,6,5.55066
-166,6,5.55041
-164,6,5.5502
-162,6,5.55003
-160,6,5.54991
-158,6,5.54983
-156,6,5.54981
-154,6,5.54983
-152,6,5.54991
-150,6,5.55003
-148,6,5.5502
-146,6,5.55041
-144,6,5.55067
-142,6,5.55096
-140,6,5.55129
-138,6,5.55165
-136,6,5.55203
-134,6,5.55243
-132,6,5.55285
-130,6,5.55327
-128,6,5.55369
-126,6,5.55411
-124,6,5.55451
-122,6,5.55488
-120,6,5.55523
-118,6,5.55554
-116,6,5.55581
-114,6,5.55602
-112,6,5.55617
-110,6,5.55625
-108,6,5.55626
-106,6,5.55618
-104,6,5.55601
-102,6,5.55574
-100,6,5.55536
-98,6,5.55487
-96,6,5.55427
-94,6,5.55354
-92,6,5.55268
-90,6,5.55169
-88,6,5.55056
-86,6,5.54929
-84,6,5.54787
-82,6,5.54631
-80,6,5.5446
-78,6,5.54274
-76,6,5.54073
-74,6,5.53857
-72,6,5.53626
-70,6,5.53379
-68,6,5.53119
-66,6,5.52844
-64,6,5.52554
-62,6,5.52251
-60,6,5.51935
-58,6,5.51606
-56,6,5.51265
-54,6,5.50912
-52,6,5.50548
-50,6,5.50174
-48,6,5.49791
-46,6,5.494
-44,6,5.49001
-42,6,5.48595
-40,6,5.48184
-38,6,5.47768
-36,6,5.47349
-34,6,5.46927
-32,6,5.46505
-30,6,5.46082
-28,6,5.4566
-26,6,5.45241
-24,6,5.44826
-22,6,5.44415
-20,6,5.44011
-18,6,5.43614
-16,6,5.43225
-14,6,5.42846
-12,6,5.42479
-10,6,5.42123
-8,6,5.41782
-6,6,5.41454
-4,6,5.41143
-2,6,5.40848
0,6,5.40571
2,6,5.40312
4,6,5.40074
6,6,5.39855
8,6,5.39658
10,6,5.39483
12,6,5.39331
14,6,5.39201
16,6,5.39096
18,6,5.39014
20,6,5.38957
22,6,5.38924
24,6,5.38916
26,6,5.38932
28,6,5.38974
30,6,5.39039
32,6,5.3913
34,6,5.39244
36,6,5.39381
38,6,5.39542
40,6,5.39726
42,6,5.39931
44,6,5.40158
46,6,5.40404
48,6,5.40671
50,6,5.40956
52,6,5.41258
54,6,5.41578
56,6,5.41912
58,6,5.42261
60,6,5.42623
62,6,5.42997
64,6,5.43382
66,6,5.43776
68,6,5.44178
70,6,5.44587
72,6,5.45002
74,6,5.45422
76,6,5.45844
78,6,5.46268
80,6,5.46693
82,6,5.47117
84,6,5.47539
86,6,5.47959
88,6,5.48374
90,6,5.48784
92,6,5.49188
94,6,5.49585
96,6,5.49974
98,6,5.50353
100,6,5.50723
102,6,5.51082
104,6,5.5143
106,6,5.51766
108,6,5.52089
110,6,5.52399
112,6,5.52695
114,6,5.52978
116,6,5.53246
118,6,5.535
120,6,5.53739
122,6,5.53962
124,6,5.54171
126,6,5.54365
128,6,5.54544
130,6,5.54708
132,6,5.54858
134,6,5.54992
136,6,5.55113
138,6,5.5522
140,6,5.55314
142,6,5.55394
144,6,5.55462
146,6,5.55518
148,6,5.55562
150,6,5.55596
152,6,5.55619
154,6,5.55633
156,6,5.55638
158,6,5.55635
160,6,5.55625
162,6,5.55608
164,6,5.55585
166,6,5.55557
168,6,5.55525
170,6,5.5549
172,6,5.55451
174,6,5.5541
176,6,5.55369
178,6,5.55326
180,6,5.55284
-180,8,5.49339
-178,8,5.49212
-176,8,5.49091
-174,8,5.48978
-172,8,5.48872
-170,8,5.48776
-168,8,5.48689
-166,8,5.48614
-164,8,5.4855
-162,8,5.48498
-160,8,5.48459
-158,8,5.48432
-156,8,5.48419
-154,8,5.4842
-152,8,5.48433
-150,8,5.48459
-148,8,5.48499
-146,8,5.48551
-144,8,5.48614
-142,8,5.48689
-140,8,5.48775
-138,8,5.4887
-136,8,5.48973
-134,8,5.49085
-132,8,5.49202
-130,8,5.49325
-128,8,5.49452
-126,8,5.49581
-124,8,5.49712
-122,8,5.49842
-120,8,5.4997
-118,8,5.50095
-116,8,5.50215
-114,8,5.50328
-112,8,5.50434
-110,8,5.5053
-108,8,5.50615
-106,8,5.50688
-104,8,5.50747
-102,8,5.50791
-100,8,5.50819
-98,8,5.50829
-96,8,5.5082
-94,8,5.50791
-92,8,5.50742
-90,8,5.50671
-88,8,5.50577
-86,8,5.5046
-84,8,5.50319
-82,8,5.50154
-80,8,5.49964
-78,8,5.49748
-76,8,5.49507
-74,8,5.49241
-72,8,5.48949
-70,8,5.48632
-68,8,5.4829
-66,8,5.47922
-64,8,5.47531
-62,8,5.47115
-60,8,5.46676
-58,8,5.46215
-56,8,5.45731
-54,8,5.45227
-52,8,5.44704
-50,8,5.44161
-48,8,5.43602
-46,8,5.43026
-44,8,5.42436
-42,8,5.41832
-40,8,5.41217
-38,8,5.40592
-36,8,5.39959
-34,8,5.39319
-32,8,5.38674
-30,8,5.38027
-28,8,5.37379
-26,8,5.36733
-24,8,5.36089
-22,8,5.35451
-20,8,5.3482
-18,8,5.34199
-16,8,5.33589
-14,8,5.32993
-12,8,5.32413
-10,8,5.31851
-8,8,5.31308
-6,8,5.30787
-4,8,5.3029
-2,8,5.29819
0,8,5.29375
2,8,5.2896
4,8,5.28575
6,8,5.28224
8,8,5.27905
10,8,5.27622
12,8,5.27375
14,8,5.27165
16,8,5.26993
18,8,5.2686
20,8,5.26767
22,8,5.26713
24,8,5.26699
26,8,5.26726
28,8,5.26792
30,8,5.26899
32,8,5.27045
34,8,5.27231
36,8,5.27454
38,8,5.27715
40,8,5.28013
42,8,5.28346
44,8,5.28713
46,8,5.29112
48,8,5.29543
50,8,5.30002
52,8,5.3049
54,8,5.31003
56,8,5.3154
58,8,5.32099
60,8,5.32678
62,8,5.33275
64,8,5.33887
66,8,5.34512
68,8,5.35148
70,8,5.35794
72,8,5.36446
74,8,5.37103
76,8,5.37762
78,8,5.38421
80,8,5.39079
82,8,5.39733
84,8,5.40381
86,8,5.41022
88,8,5.41653
90,8,5.42273
92,8,5.4288
94,8,5.43473
96,8,5.44049
98,8,5.44609
100,8,5.4515
102,8,5.45671
104,8,5.46171
106,8,5.46649
108,8,5.47105
110,8,5.47537
112,8,5.47945
114,8,5.48328
116,8,5.48687
118,8,5.4902
120,8,5.49327
122,8,5.49609
124,8,5.49865
126,8,5.50095
128,8,5.503
130,8,5.5048
132,8,5.50635
134,8,5.50766
136,8,5.50873
138,8,5.50957
140,8,5.51019
142,8,5.5106
144,8,5.5108
146,8,5.51081
148,8,5.51064
150,8,5.51029
152,8,5.50978
154,8,5.50912
156,8,5.50833
158,8,5.50742
160,8,5.50639
162,8,5.50528
164,8,5.50408
166,8,5.50282
168,8,5.50151
170,8,5.50016
172,8,5.49879
174,8,5.49742
176,8,5.49605
178,8,5.4947
180,8,5.49339
-180,10,5.41299
-178,10,5.41047
-176,10,5.40807
-174,10,5.40581
-172,10,5.40371
-170,10,5.40179
-168,10,5.40006
-166,10,5.39853
-164,10,5.39722
-162,10,5.39615
-160,10,5.39531
-158,10,5.39471
-156,10,5.39437
-154,10,5.39428
-152,10,5.39444
-150,10,5.39485
-148,10,5.39551
-146,10,5.39641
-144,10,5.39754
-142,10,5.39889
-140,10,5.40045
-138,10,5.40221
-136,10,5.40414
-134,10,5.40624
-132,10,5.40847
-130,10,5.41083
-128,10,5.41328
-126,10,5.41581
-124,10,5.41838
-122,10,5.42099
-120,10,5.4236
-118,10,5.42618
-116,10,5.42872
-114,10,5.43118
-112,10,5.43354
-110,10,5.43578
-108,10,5.43788
-106,10,5.4398
-104,10,5.44153
-102,10,5.44304
-100,10,5.44432
-98,10,5.44534
-96,10,5.44609
-94,10,5.44655
-92,10,5.4467
-90,10,5.44653
-88,10,5.44603
-86,10,5.44518
-84,10,5.44398
-82,10,5.44242
-80,10,5.44048
-78,10,5.43817
-76,10,5.43548
-74,10,5.43241
-72,10,5.42896
-70,10,5.42512
-68,10,5.42091
-66,10,5.41632
-64,10,5.41136
-62,10,5.40604
-60,10,5.40036
-58,10,5.39434
-56,10,5.38798
-54,10,5.3813
-52,10,5.37432
-50,10,5.36704
-48,10,5.35948
-46,10,5.35167
-44,10,5.34362
-42,10,5.33535
-40,10,5.32688
-38,10,5.31824
-36,10,5.30945
-34,10,5.30054
-32,10,5.29153
-30,10,5.28244
-28,10,5.27332
-26,10,5.26417
-24,10,5.25505
-22,10,5.24597
-20,10,5.23696
-18,10,5.22806
-16,10,5.2193
-14,10,5.21072
-12,10,5.20233
-10,10,5.19418
-8,10,5.18629
-6,10,5.1787
-4,10,5.17143
-2,10,5.16452
0,10,5.158
2,10,5.15189
4,10,5.14621
6,10,5.141
8,10,5.13628
10,10,5.13206
12,10,5.12837
14,10,5.12522
16,10,5.12264
18,10,5.12063
20,10,5.1192
22,10,5.11836
24,10,5.11812
26,10,5.11847
28,10,5.11943
30,10,5.12098
32,10,5.12312
34,10,5.12584
36,10,5.12913
38,10,5.13298
40,10,5.13737
42,10,5.14228
44,10,5.14769
46,10,5.15359
48,10,5.15993
50,10,5.16671
52,10,5.17388
54,10,5.18143
56,10,5.18931
58,10,5.1975
60,10,5.20597
62,10,5.21468
64,10,5.2236
66,10,5.23269
68,10,5.24192
70,10,5.25125
72,10,5.26066
74,10,5.27011
76,10,5.27957
78,10,5.28899
80,10,5.29837
82,10,5.30765
84,10,5.31682
86,10,5.32584
88,10,5.3347
90,10,5.34336
92,10,5.3518
94,10,5.36
96,10,5.36794
98,10,5.3756
100,10,5.38295
102,10,5.38999
104,10,5.39671
106,10,5.40308
108,10,5.40909
110,10,5.41474
112,10,5.42002
114,10,5.42493
116,10,5.42945
118,10,5.43358
120,10,5.43732
122,10,5.44068
124,10,5.44364
126,10,5.44622
128,10,5.44842
130,10,5.45024
132,10,5.45169
134,10,5.45279
136,10,5.45352
138,10,5.45392
140,10,5.45398
142,10,5.45373
144,10,5.45318
146,10,5.45233
148,10,5.45122
150,10,5.44985
152,10,5.44824
154,10,5.44642
156,10,5.44441
158,10,5.44221
160,10,5.43987
162,10,5.43739
164,10,5.4348
166,10,5.43213
168,10,5.42939
170,10,5.42662
172,10,5.42383
174,10,5.42105
176,10,5.4183
178,10,5.4156
180,10,5.41299
-180,12,5.31351
-178,12,5.3093
-176,12,5.30529
-174,12,5.3015
-172,12,5.29796
-170,12,5.2947
-168,12,5.29175
-166,12,5.28912
-164,12,5.28685
-162,12,5.28495
-160,12,5.28344
-158,12,5.28232
-156,12,5.28161
-154,12,5.28131
-152,12,5.28142
-150,12,5.28194
-148,12,5.28287
-146,12,5.2842
-144,12,5.28591
-142,12,5.28799
-140,12,5.29043
-138,12,5.29318
-136,12,5.29624
-134,12,5.29958
-132,12,5.30316
-130,12,5.30695
-128,12,5.31093
-126,12,5.31504
-124,12,5.31926
-122,12,5.32355
-120,12,5.32787
-118,12,5.33218
-116,12,5.33645
-114,12,5.34063
-112,12,5.34469
-110,12,5.34859
-108,12,5.3523
-106,12,5.35577
-104,12,5.35899
-102,12,5.36191
-100,12,5.36451
-98,12,5.36676
-96,12,5.36864
-94,12,5.37011
-92,12,5.37116
-90,12,5.37176
-88,12,5.37191
-86,12,5.37158
-84,12,5.37076
-82,12,5.36944
-80,12,5.36761
-78,12,5.36526
-76,12,5.36239
-74,12,5.35899
-72,12,5.35507
-70,12,5.35062
-68,12,5.34565
-66,12,5.34016
-64,12,5.33416
-62,12,5.32765
-60,12,5.32065
-58,12,5.31317
-56,12,5.30522
-54,12,5.29681
-52,12,5.28797
-50,12,5.27872
-48,12,5.26906
-46,12,5.25904
-44,12,5.24866
-42,12,5.23796
-40,12,5.22696
-38,12,5.21569
-36,12,5.20419
-34,12,5.19248
-32,12,5.1806
-30,12,5.16858
-28,12,5.15647
-26,12,5.1443
-24,12,5.1321
-22,12,5.11993
-20,12,5.10782
-18,12,5.09581
-16,12,5.08396
-14,12,5.07229
-12,12,5.06087
-10,12,5.04972
-8,12,5.03891
-6,12,5.02846
-4,12,5.01844
-2,12,5.00887
0,12,4.99981
2,12,4.9913
4,12,4.98337
6,12,4.97606
8,12,4.96941
10,12,4.96345
12,12,4.95821
14,12,4.95373
16,12,4.95001
18,12,4.9471
20,12,4.94499
22,12,4.94372
24,12,4.94327
26,12,4.94367
28,12,4.94491
30,12,4.94699
32,12,4.9499
34,12,4.95363
36,12,4.95816
38,12,4.96347
40,12,4.96955
42,12,4.97635
44,12,4.98386
46,12,4.99204
48,12,5.00084
50,12,5.01024
52,12,5.02018
54,12,5.03063
56,12,5.04153
58,12,5.05285
60,12,5.06453
62,12,5.07652
64,12,5.08877
66,12,5.10124
68,12,5.11388
70,12,5.12663
72,12,5.13945
74,12,5.15229
76,12,5.1651
78,12,5.17784
80,12,5.19047
82,12,5.20294
84,12,5.21522
86,12,5.22727
88,12,5.23904
90,12,5.25052
92,12,5.26166
94,12,5.27243
96,12,5.28282
98,12,5.2928
100,12,5.30234
102,12,5.31142
104,12,5.32002
106,12,5.32814
108,12,5.33576
110,12,5.34285
112,12,5.34943
114,12,5.35547
116,12,5.36098
118,12,5.36594
120,12,5.37037
122,12,5.37425
124,12,5.3776
126,12,5.38041
128,12,5.38269
130,12,5.38445
132,12,5.3857
134,12,5.38645
136,12,5.38671
138,12,5.3865
140,12,5.38583
142,12,5.38472
144,12,5.38318
146,12,5.38125
148,12,5.37894
150,12,5.37627
152,12,5.37327
154,12,5.36997
156,12,5.3664
158,12,5.36257
160,12,5.35853
162,12,5.35431
164,12,5.34993
166,12,5.34543
168,12,5.34085
170,12,5.33621
172,12,5.33156
174,12,5.32693
176,12,5.32236
178,12,5.31787
180,12,5.31351
-180,14,5.19712
-178,14,5.19075
-176,14,5.18465
-174,14,5.17885
-172,14,5.17342
-170,14,5.16839
-168,14,5.1638
-166,14,5.15968
-164,14,5.15608
-162,14,5.15303
-160,14,5.15053
-158,14,5.14863
-156,14,5.14733
-154,14,5.14665
-152,14,5.14658
-150,14,5.14714
-148,14,5.1483
-146,14,5.15007
-144,14,5.15242
-142,14,5.15533
-140,14,5.15877
-138,14,5.16271
-136,14,5.16712
-134,14,5.17195
-132,14,5.17716
-130,14,5.18271
-128,14,5.18853
-126,14,5.19458
-124,14,5.20081
-122,14,5.20716
-120,14,5.21358
-118,14,5.22001
-116,14,5.22639
-114,14,5.23267
-112,14,5.2388
-110,14,5.24473
-108,14,5.25041
-106,14,5.25578
-104,14,5.26081
-102,14,5.26545
-100,14,5.26966
-98,14,5.27341
-96,14,5.27665
-94,14,5.27937
-92,14,5.28153
-90,14,5.28311
-88,14,5.28408
-86,14,5.28443
-84,14,5.28413
-82,14,5.28318
-80,14,5.28157
-78,14,5.27929
-76,14,5.27632
-74,14,5.27268
-72,14,5.26835
-70,14,5.26333
-68,14,5.25764
-66,14,5.25128
-64,14,5.24425
-62,14,5.23657
-60,14,5.22825
-58,14,5.21929
-56,14,5.20972
-54,14,5.19955
-52,14,5.18881
-50,14,5.17751
-48,14,5.16569
-46,14,5.15335
-44,14,5.14054
-42,14,5.12728
-40,14,5.1136
-38,14,5.09955
-36,14,5.08515
-34,14,5.07044
-32,14,5.05547
-30,14,5.04027
-28,14,5.0249
-26,14,5.0094
-24,14,4.99382
-22,14,4.97821
-20,14,4.96263
-18,14,4.94713
-16,14,4.93176
-14,14,4.91659
-12,14,4.90168
-10,14,4.88708
-8,14,4.87286
-6,14,4.85908
-4,14,4.8458
-2,14,4.83308
0,14,4.82099
2,14,4.80957
4,14,4.7989
6,14,4.78902
8,14,4.77999
10,14,4.77186
12,14,4.76468
14,14,4.75848
16,14,4.75331
18,14,4.74919
20,14,4.74616
22,14,4.74424
24,14,4.74344
26,14,4.74378
28,14,4.74525
30,14,4.74786
32,14,4.75159
34,14,4.75644
36,14,4.76237
38,14,4.76936
40,14,4.77738
42,14,4.78639
44,14,4.79635
46,14,4.80719
48,14,4.81888
50,14,4.83136
52,14,4.84456
54,14,4.85842
56,14,4.87287
58,14,4.88786
60,14,4.9033
62,14,4.91913
64,14,4.93529
66,14,4.9517
68,14,4.96829
70,14,4.98499
72,14,5.00175
74,14,5.0185
76,14,5.03516
78,14,5.0517
80,14,5.06804
82,14,5.08413
84,14,5.09993
86,14,5.11538
88,14,5.13043
90,14,5.14506
92,14,5.15921
94,14,5.17285
96,14,5.18596
98,14,5.19849
100,14,5.21043
102,14,5.22175
104,14,5.23242
106,14,5.24244
108,14,5.25179
110,14,5.26045
112,14,5.26842
114,14,5.27569
116,14,5.28226
118,14,5.28811
120,14,5.29326
122,14,5.29769
124,14,5.30143
126,14,5.30447
128,14,5.30682
130,14,5.30849
132,14,5.3095
134,14,5.30984
136,14,5.30956
138,14,5.30865
140,14,5.30713
142,14,5.30504
144,14,5.30239
146,14,5.2992
148,14,5.29551
150,14,5.29134
152,14,5.28673
154,14,5.2817
156,14,5.27629
158,14,5.27054
160,14,5.26449
162,14,5.25818
164,14,5.25165
166,14,5.24495
168,14,5.23811
170,14,5.2312
172,14,5.22425
174,14,5.21732
176,14,5.21045
178,14,5.2037
180,14,5.19712
-180,16,5.06626
-178,16,5.05721
-176,16,5.04849
-174,16,5.04017
-172,16,5.03232
-170,16,5.025
-168,16,5.01827
-166,16,5.01219
-164,16,5.00681
-162,16,5.00218
-160,16,4.99833
-158,16,4.9953
-156,16,4.99312
-154,16,4.99181
-152,16,4.99137
-150,16,4.99181
-148,16,4.99312
-146,16,4.99529
-144,16,4.99829
-142,16,5.0021
-140,16,5.00667
-138,16,5.01196
-136,16,5.01793
